application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default,first_name,last_name,gender,date_of_birth,age,marital_status,dependents,education,employment_type,occupation,annual_income,city,state,residence_type,years_at_residence,email,phone,kyc_status,customer_since,credit_id,as_of_date,credit_score,num_open_accounts,num_credit_inquiries_6m,credit_utilization_ratio,num_late_payments_30d,num_late_payments_90d,num_defaults_prior,bankruptcies,total_credit_limit,total_outstanding_debt,oldest_account_age_months,default_probability,risk_score,risk_band
APP802907,CUST101151,03-10-2022,Personal,Wedding,180000,60,12.01,58900,15200,0.326,0,Approved,145000,09-10-2022,1,1,Kavya,Rao,Female,26-08-1983,42,Married,2,Post Graduate,Self-Employed,Doctor (Practice),706800,Chennai,Tamil Nadu,Owned,24,kavya.rao295@outlook.com,-7395584782,Verified,14-08-2019,CR501151,30-06-2024,737,5,2,0.488,0,0,1,0,532000,259600,225,0.507999312,49.2,Medium Risk
APP802908,CUST104020,14-10-2023,Auto,New Car,2371000,84,12.1,69700,18600,0.869,1,Approved,2315000,26-10-2023,1,1,Shreya,Shah,Female,05-10-1993,32,Married,0,Graduate,Salaried,HR Manager,836500,Gurugram,Haryana,Rented,14,shreya.shah144@yahoo.in,-9052330041,Verified,05-02-2018,CR504020,30-06-2024,684,2,2,0.204,1,0,0,0,273000,55700,106,0.254585805,74.5,Low Risk
APP802910,CUST103359,19-05-2024,Education,Higher Studies India,726000,84,11.35,51400,2500,0.293,0,Approved,632000,25-05-2024,1,0,Diya,Iyer,Female,28-09-2004,21,Single,3,Diploma,Business Owner,Contractor,616300,Coimbatore,Tamil Nadu,Owned,0,diya.iyer513@outlook.com,-8710819785,Pending,14-01-2022,CR503359,30-06-2024,702,3,0,0.201,0,0,0,0,475000,95500,6,0.166967819,83.3,Low Risk
APP802912,CUST102114,07-03-2024,Gold,Gold Loan,605000,12,14.07,35400,3700,1.638,1,Approved,528000,27-03-2024,1,0,Tanvi,Khan,Female,18-01-2002,24,Married,2,Diploma,Salaried,Software Engineer,425100,Chennai,Tamil Nadu,Rented,0,tanvi.khan402@yahoo.in,-7225551283,Verified,25-03-2022,CR502114,30-06-2024,538,2,2,0.616,3,1,0,0,120000,73900,36,0.804465683,19.6,High Risk
APP802913,CUST102127,09-10-2023,Education,Higher Studies India,1390000,120,11.49,41800,3100,0.542,0,Approved,1084000,29-10-2023,1,0,Farhan,Patel,Male,17-11-1991,34,Single,2,Post Graduate,Business Owner,Contractor,501100,Delhi,Delhi,Owned,8,farhan.patel471@gmail.com,-9575564829,Verified,02-12-2023,CR502127,30-06-2024,583,2,2,0.338,2,2,0,0,218000,73700,166,0.297297452,70.3,Low Risk
APP802914,CUST104957,19-11-2023,Gold,Gold Loan,543000,36,12.45,149200,1200,0.13,1,Approved,485000,27-11-2023,1,0,Nikhil,Kulkarni,Male,25-02-2003,23,Single,1,Post Graduate,Salaried,Sales Executive,1789800,Kolkata,West Bengal,Family Owned,5,nikhil.kulkarni416@gmail.com,-8871023155,Verified,26-07-2019,CR504957,30-06-2024,682,3,2,0.356,0,0,0,0,1008000,358800,21,0.134757547,86.5,Low Risk
APP802915,CUST104824,08-04-2024,Personal,Home Renovation,525000,48,22.07,12900,1900,1.433,0,Approved,492000,19-04-2024,1,0,Aarav,Reddy,Male,27-02-1988,38,Divorced,1,High School,Salaried,Sales Executive,154600,Coimbatore,Tamil Nadu,Family Owned,3,aarav.reddy174@rediffmail.com,-7541450671,Pending,08-11-2020,CR504824,30-06-2024,563,1,2,0.619,5,0,0,0,44000,27200,167,0.81203067,18.8,High Risk
APP802916,CUST104917,27-06-2023,Personal,Medical Emergency,517000,60,13.42,39700,7300,0.483,0,Approved,503000,04-07-2023,1,0,Ishaan,Gupta,Male,27-02-1987,39,Married,2,High School,Salaried,Nurse,476500,Delhi,Delhi,Rented,16,ishaan.gupta625@yahoo.in,-8854269158,Verified,18-03-2017,CR504917,30-06-2024,665,1,1,0.471,0,0,0,0,214000,100800,175,0.282171572,71.8,Low Risk
APP802919,CUST100854,28-01-2023,Auto,New Car,735000,60,12.08,69400,3300,0.284,1,Approved,597000,12-02-2023,1,0,Sneha,Nair,Female,06-07-1994,31,Married,1,Graduate,Self-Employed,Freelance Designer,832200,Indore,Madhya Pradesh,Owned,5,sneha.nair583@gmail.com,-9376558180,Verified,31-07-2013,CR500854,30-06-2024,674,5,3,0.42,0,0,0,0,325000,136500,96,0.295563343,70.4,Low Risk
APP802922,CUST100671,21-04-2024,Personal,Wedding,508000,12,12.39,67700,16200,0.908,0,Approved,361000,26-04-2024,1,0,Neha,Naidu,Female,16-06-1976,50,Single,0,Professional Degree,Salaried,Nurse,812200,Surat,Gujarat,Owned,17,neha.naidu161@gmail.com,-9511176695,Pending,21-03-2021,CR500671,30-06-2024,796,7,2,0.05,2,0,0,0,302000,15100,326,0.286937688,71.3,Low Risk
APP802923,CUST101953,02-10-2022,Auto,Two Wheeler,1886000,60,9.99,36100,5000,1.248,1,Approved,1636000,16-10-2022,1,0,Tanvi,Rao,Female,07-09-1995,30,Married,0,Graduate,Salaried,Bank Officer,433200,Lucknow,Uttar Pradesh,Mortgaged,5,tanvi.rao525@outlook.com,-9257728388,Pending,03-11-2022,CR501953,30-06-2024,632,7,0,0.396,1,0,0,0,87000,34500,61,0.569423446,43.1,Medium Risk
APP802927,CUST100392,25-08-2023,Personal,Wedding,1492000,12,20.51,123600,27100,1.34,0,Approved,1181000,31-08-2023,1,0,Pranav,Singh,Male,25-06-1994,32,Single,1,Professional Degree,Business Owner,Restaurant Owner,1483500,Bengaluru,Karnataka,Family Owned,14,pranav.singh938@gmail.com,-8159774170,Pending,30-04-2023,CR500392,30-06-2024,716,6,1,0.058,0,0,0,0,1294000,75100,90,0.369205512,63.1,Medium Risk
APP802933,CUST104474,20-05-2024,Business,Equipment Purchase,894000,60,18.89,91600,30500,0.585,0,Approved,689000,28-05-2024,1,0,Tanvi,Malhotra,Female,25-05-1990,36,Married,3,Graduate,Salaried,Sales Executive,1099500,Kochi,Kerala,Mortgaged,15,tanvi.malhotra632@outlook.com,-9870768357,Pending,13-09-2020,CR504474,30-06-2024,734,5,0,0.111,0,0,0,0,945000,104900,166,0.064107545,93.6,Low Risk
APP802937,CUST101369,04-03-2024,Personal,Home Renovation,101000,84,14.9,61700,6100,0.13,0,Approved,84000,09-03-2024,1,0,Kabir,Sharma,Male,27-10-1981,44,Married,0,Post Graduate,Salaried,Software Engineer,739900,Mysuru,Karnataka,Owned,24,kabir.sharma3@yahoo.in,-7917833989,Verified,22-04-2020,CR501369,30-06-2024,745,3,1,0.45,0,0,0,0,603000,271400,246,0.152866124,84.7,Low Risk
APP802939,CUST102700,04-08-2023,Personal,Medical Emergency,813000,60,22.51,53500,900,0.441,0,Approved,687000,09-08-2023,1,1,Ayaan,Iyer,Male,21-10-1977,48,Single,2,High School,Self-Employed,Freelance Designer,641800,Kochi,Kerala,Owned,17,ayaan.iyer242@rediffmail.com,-8193425500,Verified,24-07-2016,CR502700,30-06-2024,679,4,3,0.19,0,0,0,0,264000,50200,317,0.261101196,73.9,Low Risk
APP802941,CUST102594,10-10-2022,Auto,New Car,507000,36,12.86,10000,200,1.725,1,Approved,428000,12-10-2022,1,0,Kritika,Verma,Female,11-02-1990,36,Married,0,Graduate,Retired,Retired Government Employee,120000,Hyderabad,Telangana,Mortgaged,9,kritika.verma132@outlook.com,-8910486031,Verified,21-04-2024,CR502594,30-06-2024,612,5,0,0.346,1,0,0,0,68000,23500,143,0.498799839,50.1,Medium Risk
APP802943,CUST103799,25-01-2023,Home,Home Purchase,2844000,48,8.05,58300,9100,1.348,1,Approved,2292000,28-01-2023,1,0,Anika,Kapoor,Female,17-02-1967,59,Married,0,High School,Business Owner,Trader,699800,Pune,Maharashtra,Mortgaged,0,anika.kapoor930@outlook.com,-8090121753,Pending,19-04-2017,CR503799,30-06-2024,667,4,4,0.239,2,0,0,0,451000,107800,439,0.706117353,29.4,High Risk
APP802944,CUST104105,21-08-2022,Personal,Debt Consolidation,789000,84,20.63,37000,1100,0.511,0,Approved,736000,08-09-2022,1,0,Imran,Gupta,Male,07-04-1974,52,Single,3,Graduate,Salaried,Software Engineer,444200,Jaipur,Rajasthan,Mortgaged,7,imran.gupta99@rediffmail.com,-7519101654,Verified,25-06-2016,CR504105,30-06-2024,711,6,2,0.496,1,0,0,0,342000,169600,350,0.239310445,76.1,Low Risk
APP802945,CUST102834,29-04-2023,Personal,Wedding,975000,48,21.41,21100,7300,1.788,0,Approved,695000,11-05-2023,1,0,Manish,Kapoor,Male,20-06-1989,37,Married,0,Diploma,Salaried,Teacher,253000,Delhi,Delhi,Family Owned,2,manish.kapoor210@outlook.com,-9257765765,Verified,03-09-2020,CR502834,30-06-2024,652,3,1,0.394,0,0,0,0,217000,85500,194,0.57104988,42.9,Medium Risk
APP802947,CUST104396,11-09-2022,Education,Study Abroad,1951000,36,10.3,110100,13900,0.701,1,Approved,1671000,15-09-2022,1,0,Vikram,Gill,Male,16-05-1994,32,Single,2,Post Graduate,Self-Employed,Doctor (Practice),1320900,Chandigarh,Chandigarh,Family Owned,14,vikram.gill263@gmail.com,-7762820024,Verified,30-12-2016,CR504396,30-06-2024,658,3,1,0.606,0,0,0,0,716000,433900,88,0.554001231,44.6,Medium Risk
APP802948,CUST103699,25-12-2023,Education,Study Abroad,564000,36,12.58,12000,4100,1.912,0,Approved,561000,26-12-2023,1,1,Manish,Bhat,Male,28-03-1998,28,Single,0,Post Graduate,Salaried,Nurse,144300,Pune,Maharashtra,Owned,10,manish.bhat48@outlook.com,-9465721259,Pending,18-09-2017,CR503699,30-06-2024,571,5,3,0.374,0,0,0,0,30000,11200,66,0.759671944,24,High Risk
APP802949,CUST101201,08-03-2024,Auto,Two Wheeler,1323000,48,13.98,37700,11700,1.268,1,Approved,1165000,20-03-2024,1,0,Anil,Deshpande,Male,21-06-1981,45,Married,2,Diploma,Salaried,Sales Executive,452900,Surat,Gujarat,Family Owned,8,anil.deshpande742@yahoo.in,-8133308236,Verified,09-06-2019,CR501201,30-06-2024,581,3,2,0.414,0,0,0,0,263000,108900,298,0.694666987,30.5,High Risk
APP802950,CUST102936,14-07-2023,Personal,Wedding,1168000,84,14.25,32200,2500,0.762,0,Approved,854000,26-07-2023,1,0,Deepika,Patel,Female,07-08-1981,44,Married,0,Graduate,Salaried,Sales Executive,386800,Noida,Uttar Pradesh,Rented,13,deepika.patel342@yahoo.in,-9689883596,Verified,09-06-2022,CR502936,30-06-2024,715,5,1,0.182,0,0,0,0,102000,18600,279,0.330822669,66.9,Medium Risk
APP802951,CUST100998,19-02-2024,Business,Business Expansion,617000,24,13.31,44500,15400,1.007,0,Approved,438000,25-02-2024,1,1,Yash,Singh,Male,03-03-1969,57,Single,3,Graduate,Salaried,Sales Executive,533900,Pune,Maharashtra,Family Owned,13,yash.singh945@yahoo.in,-9028620237,Verified,04-08-2021,CR500998,30-06-2024,642,2,3,0.418,1,0,0,0,360000,150500,420,0.632759742,36.7,High Risk
APP802952,CUST104269,26-01-2024,Home,Plot Purchase,7997000,84,10.3,68500,5900,2.043,1,Approved,6887000,13-02-2024,1,0,Priya,Reddy,Female,07-05-1993,33,Single,1,Graduate,Salaried,Nurse,821800,Noida,Uttar Pradesh,Family Owned,15,priya.reddy701@yahoo.in,-9614177826,Pending,07-07-2016,CR504269,30-06-2024,707,1,2,0.361,1,0,0,0,288000,104000,155,0.608354733,39.2,High Risk
APP802953,CUST104913,11-09-2022,Auto,New Car,1637000,84,10.23,19400,500,1.435,1,Approved,1273000,28-09-2022,1,0,Saanvi,Gupta,Female,05-02-1986,40,Married,1,High School,Self-Employed,Doctor (Practice),233000,Delhi,Delhi,Owned,22,saanvi.gupta903@yahoo.in,-8762482828,Verified,31-12-2017,CR504913,30-06-2024,544,6,3,0.759,2,0,0,0,192000,145700,191,0.73780522,26.2,High Risk
APP802955,CUST102757,22-10-2023,Personal,Wedding,1012000,36,11.99,26300,5500,1.488,1,Approved,962000,02-11-2023,1,1,Nikhil,Naidu,Male,14-12-1965,60,Married,2,Graduate,Salaried,Analyst,315400,Nagpur,Maharashtra,Owned,20,nikhil.naidu906@yahoo.in,-7855224922,Verified,03-04-2021,CR502757,30-06-2024,634,3,0,0.337,3,0,0,0,201000,67700,450,0.767164382,23.3,High Risk
APP802956,CUST101550,21-11-2023,Gold,Gold Loan,291000,24,12.58,33400,9800,0.707,1,Approved,284000,05-12-2023,1,1,Riya,Shah,Female,24-07-1976,49,Single,4,Graduate,Self-Employed,Architect,400400,Lucknow,Uttar Pradesh,Owned,2,riya.shah114@yahoo.in,-9270544016,Verified,03-05-2019,CR501550,30-06-2024,654,3,0,0.362,0,0,0,0,137000,49600,312,0.489787883,51,Medium Risk
APP802957,CUST104570,11-07-2022,Education,Study Abroad,422000,120,12.75,29800,8100,0.48,0,Approved,309000,26-07-2022,1,0,Pranav,Menon,Male,25-05-1996,30,Married,2,High School,Self-Employed,Consultant,358200,Ahmedabad,Gujarat,Rented,12,pranav.menon684@rediffmail.com,-8474881598,Verified,18-03-2021,CR504570,30-06-2024,609,3,1,0.528,2,0,0,0,276000,145700,99,0.554730516,44.5,Medium Risk
APP802958,CUST103108,07-02-2024,Business,Working Capital,2046000,48,14.35,97000,13300,0.717,0,Approved,2037000,19-02-2024,1,0,Rajesh,Gupta,Male,03-05-1989,37,Single,2,Graduate,Self-Employed,Freelance Designer,1163800,Bhopal,Madhya Pradesh,Owned,17,rajesh.gupta109@gmail.com,-8115330451,Verified,29-01-2016,CR503108,30-06-2024,695,1,2,0.24,1,0,0,0,372000,89300,183,0.597025199,40.3,Medium Risk
APP802960,CUST104682,21-05-2023,Gold,Gold Loan,556000,24,9.59,145400,34100,0.41,1,Approved,474000,30-05-2023,1,0,Karthik,Chowdhury,Male,21-01-1985,41,Married,1,Post Graduate,Self-Employed,Freelance Designer,1744800,Noida,Uttar Pradesh,Rented,22,karthik.chowdhury545@yahoo.in,-9372846836,Verified,29-09-2019,CR504682,30-06-2024,703,2,2,0.245,2,0,0,0,838000,205300,227,0.337095423,66.3,Medium Risk
APP802961,CUST103790,10-10-2023,Education,Skill Certification,2846000,60,12.59,45600,5800,1.534,0,Approved,2096000,12-10-2023,1,0,Nikhil,Joshi,Male,20-02-1988,38,Widowed,1,Graduate,Salaried,Software Engineer,547100,Ahmedabad,Gujarat,Family Owned,20,nikhil.joshi518@yahoo.in,-8445029532,Verified,25-04-2023,CR503790,30-06-2024,687,1,3,0.418,0,0,0,0,423000,176800,176,0.833166216,16.7,High Risk
APP802962,CUST102916,06-04-2024,Personal,Travel,476000,24,12.21,88400,23000,0.514,0,Approved,457000,14-04-2024,1,0,Manish,Gupta,Male,02-10-1975,50,Single,1,Post Graduate,Salaried,Analyst,1060500,Mumbai,Maharashtra,Rented,18,manish.gupta328@gmail.com,-7636707362,Verified,02-09-2014,CR502916,30-06-2024,674,2,2,0.116,0,0,0,0,920000,106700,308,0.237385484,76.3,Low Risk
APP802963,CUST102297,19-05-2023,Education,Study Abroad,1941000,84,12.1,39500,13200,1.203,0,Approved,1488000,06-06-2023,1,0,Suresh,Kulkarni,Male,24-03-1972,54,Married,2,Graduate,Salaried,Bank Officer,474500,Nagpur,Maharashtra,Owned,1,suresh.kulkarni739@yahoo.in,-9893661720,Verified,12-05-2018,CR502297,30-06-2024,681,4,0,0.668,1,0,0,0,326000,217800,354,0.569243649,43.1,Medium Risk
APP802964,CUST104207,29-03-2023,Personal,Debt Consolidation,1266000,12,21.96,62600,600,1.901,0,Approved,1219000,04-04-2023,1,0,Aarav,Gill,Male,26-12-1978,47,Single,1,Graduate,Business Owner,Trader,751700,Noida,Uttar Pradesh,Rented,21,aarav.gill467@yahoo.in,-9130461550,Verified,10-07-2023,CR504207,30-06-2024,601,1,3,0.069,0,0,0,0,251000,17300,273,0.730278841,27,High Risk
APP802965,CUST100334,12-11-2023,Auto,New Car,464000,60,11.91,26200,1800,0.463,1,Approved,452000,25-11-2023,1,0,Ayaan,Malhotra,Male,11-07-1996,29,Married,2,Diploma,Salaried,HR Manager,313800,Bengaluru,Karnataka,Family Owned,1,ayaan.malhotra609@rediffmail.com,-8493742266,Verified,04-05-2016,CR500334,30-06-2024,606,2,1,0.292,4,0,0,0,121000,35300,99,0.422763116,57.7,Medium Risk
APP802968,CUST104512,27-06-2023,Personal,Medical Emergency,80000,84,23.29,37900,7700,0.254,0,Approved,74000,02-07-2023,1,0,Aadhya,Sheikh,Female,25-10-2001,24,Single,1,Graduate,Salaried,Teacher,454600,Coimbatore,Tamil Nadu,Family Owned,6,aadhya.sheikh669@yahoo.in,-8084116880,Verified,31-05-2022,CR504512,30-06-2024,594,3,1,0.308,1,1,0,0,161000,49600,39,0.232822233,76.7,Low Risk
APP802972,CUST100479,31-07-2023,Personal,Wedding,246000,48,17.86,41200,4400,0.281,0,Approved,241000,12-08-2023,1,0,Lakshmi,Iyer,Female,18-07-1996,29,Divorced,0,Graduate,Salaried,Analyst,494900,Chandigarh,Chandigarh,Rented,11,lakshmi.iyer470@rediffmail.com,-8083829641,Pending,12-09-2023,CR500479,30-06-2024,697,5,0,0.249,0,0,0,0,406000,101100,49,0.153649065,84.6,Low Risk
APP802974,CUST103433,23-04-2024,Auto,New Car,550000,36,9.26,88700,24200,0.471,1,Approved,447000,04-05-2024,1,1,Sneha,Patel,Female,09-09-1966,59,Married,0,Graduate,Business Owner,Restaurant Owner,1064600,Mumbai,Maharashtra,Owned,9,sneha.patel17@outlook.com,-8874715887,Verified,12-09-2019,CR503433,30-06-2024,597,3,1,0.399,0,0,0,0,224000,89400,441,0.468201791,53.2,Medium Risk
APP802982,CUST100047,18-12-2022,Gold,Gold Loan,729000,36,12.7,28000,8100,1.163,1,Approved,519000,06-01-2023,1,0,Dev,Menon,Male,03-04-2005,21,Single,1,High School,Salaried,Nurse,335900,Pune,Maharashtra,Rented,3,dev.menon628@rediffmail.com,-8179576953,Verified,25-05-2023,CR500047,30-06-2024,665,1,3,0.211,0,0,0,0,173000,36500,6,0.532164865,46.8,Medium Risk
APP802985,CUST104085,15-01-2023,Auto,Two Wheeler,550000,60,13.35,42800,6400,0.445,1,Approved,404000,17-01-2023,1,0,Amit,Deshpande,Male,05-06-1977,49,Married,2,Professional Degree,Salaried,Software Engineer,513100,Delhi,Delhi,Owned,23,amit.deshpande888@rediffmail.com,-7980222290,Verified,21-08-2014,CR504085,30-06-2024,759,7,1,0.068,0,0,0,0,265000,18000,294,0.142331157,85.8,Low Risk
APP802989,CUST104414,10-07-2022,Business,Equipment Purchase,6098000,36,17.24,124100,42500,2.101,1,Approved,4322000,14-07-2022,1,0,Pooja,Kaur,Female,23-09-1972,53,Married,0,Professional Degree,Business Owner,Trader,1488800,Lucknow,Uttar Pradesh,Family Owned,15,pooja.kaur519@yahoo.in,-8624186432,Verified,01-05-2023,CR504414,30-06-2024,798,9,0,0.267,0,0,0,0,618000,165000,337,0.282638179,71.7,Low Risk
APP802990,CUST102351,06-12-2022,Gold,Gold Loan,121000,12,12.56,22500,3000,0.612,1,Approved,108000,18-12-2022,1,1,Rohan,Mehta,Male,12-06-1987,39,Married,0,Diploma,Self-Employed,Freelance Designer,270400,Chennai,Tamil Nadu,Rented,7,rohan.mehta425@rediffmail.com,-8124138765,Verified,27-11-2018,CR502351,30-06-2024,653,4,0,0.255,0,0,0,0,90000,23000,206,0.541616346,45.8,Medium Risk
APP802992,CUST103367,31-01-2024,Education,Higher Studies India,389000,36,12.56,44500,0,0.293,0,Approved,356000,16-02-2024,1,0,Anika,Patel,Female,21-07-1981,44,Married,0,Graduate,Salaried,Sales Executive,533800,Indore,Madhya Pradesh,Rented,23,anika.patel381@yahoo.in,-9730118852,Verified,14-10-2019,CR503367,30-06-2024,652,2,1,0.68,0,0,0,0,414000,281500,283,0.54636512,45.4,Medium Risk
APP802996,CUST102224,14-03-2023,Gold,Gold Loan,93000,12,14.02,46000,4100,0.271,1,Approved,89000,25-03-2023,1,0,Sana,Gupta,Female,27-12-1994,31,Single,0,Post Graduate,Salaried,Teacher,551400,Noida,Uttar Pradesh,Owned,11,sana.gupta630@yahoo.in,-7290914426,Verified,30-10-2017,CR502224,30-06-2024,724,5,0,0.096,1,0,0,0,257000,24700,95,0.148628304,85.1,Low Risk
APP802998,CUST103442,20-07-2022,Gold,Gold Loan,510000,24,9.02,25800,5200,1.104,1,Approved,413000,26-07-2022,1,0,Rohan,Malhotra,Male,17-07-1983,42,Divorced,1,Graduate,Salaried,Nurse,309700,Jaipur,Rajasthan,Owned,9,rohan.malhotra797@gmail.com,-8135862213,Verified,17-07-2014,CR503442,30-06-2024,680,2,1,0.595,0,0,0,0,87000,51800,261,0.518272116,48.2,Medium Risk
APP803000,CUST100143,15-11-2022,Education,Higher Studies India,2830000,24,11.73,106500,24900,1.481,0,Approved,2416000,01-12-2022,1,0,Ananya,Naidu,Female,09-02-1978,48,Single,0,Graduate,Business Owner,Trader,1278500,Mumbai,Maharashtra,Rented,13,ananya.naidu694@gmail.com,-7666084187,Verified,24-05-2023,CR500143,30-06-2024,746,6,1,0.481,0,0,0,0,1142000,549300,322,0.540205044,46,Medium Risk
APP803003,CUST102949,07-12-2023,Auto,Used Car,749000,84,9.19,51600,8400,0.398,1,Approved,608000,10-12-2023,1,0,Saanvi,Bose,Female,13-10-1994,31,Married,2,Post Graduate,Salaried,Software Engineer,619300,Kolkata,West Bengal,Mortgaged,12,saanvi.bose894@outlook.com,-8217039703,Pending,18-08-2016,CR502949,30-06-2024,789,5,1,0.449,0,0,0,0,164000,73600,104,0.093126909,90.7,Low Risk
APP803006,CUST104495,22-08-2022,Auto,New Car,831000,84,10.86,90600,16200,0.335,1,Approved,693000,04-09-2022,1,0,Pranav,Joshi,Male,20-10-1956,69,Married,1,Post Graduate,Salaried,Sales Executive,1086900,Indore,Madhya Pradesh,Owned,15,pranav.joshi741@yahoo.in,-9416446232,Verified,24-09-2018,CR504495,30-06-2024,794,2,1,0.068,0,0,0,0,499000,33900,480,0.111608455,88.8,Low Risk
APP803009,CUST104212,08-07-2022,Business,Working Capital,335000,12,14.35,44200,3800,0.768,0,Approved,236000,20-07-2022,1,0,Lakshmi,Gill,Female,07-02-1980,46,Married,1,Graduate,Salaried,Bank Officer,530300,Mysuru,Karnataka,Mortgaged,11,lakshmi.gill414@outlook.com,-7148949322,Verified,30-11-2022,CR504212,30-06-2024,724,4,2,0.411,0,0,0,0,394000,161900,257,0.545875586,45.4,Medium Risk
APP803010,CUST102100,18-08-2023,Personal,Debt Consolidation,1320000,84,22.56,34900,3500,1,1,Approved,1258000,06-09-2023,1,0,Anil,Ahmed,Male,06-06-1984,42,Married,0,Graduate,Salaried,Teacher,418400,Nagpur,Maharashtra,Family Owned,11,anil.ahmed890@outlook.com,-8538212396,Verified,07-11-2017,CR502100,30-06-2024,605,4,0,0.522,0,0,0,0,347000,181100,260,0.644894758,35.5,High Risk
APP803011,CUST104217,31-03-2023,Gold,Gold Loan,259000,12,13.86,15800,1200,1.543,1,Approved,240000,09-04-2023,1,1,Vivaan,Singh,Male,01-03-2005,21,Married,1,Professional Degree,Salaried,Analyst,190000,Lucknow,Uttar Pradesh,Rented,3,vivaan.singh801@rediffmail.com,-7381387005,Pending,14-10-2021,CR504217,30-06-2024,638,3,4,0.2,0,0,1,0,66000,13200,6,0.660999732,33.9,High Risk
APP803012,CUST101944,21-04-2023,Personal,Wedding,88000,84,11.99,27900,5600,0.257,1,Approved,76000,02-05-2023,1,0,Sandeep,Singh,Male,02-08-2001,24,Married,3,Graduate,Retired,Retired Government Employee,334500,Chennai,Tamil Nadu,Owned,6,sandeep.singh598@outlook.com,-9250561660,Pending,09-05-2019,CR501944,30-06-2024,647,0,1,0.096,9,0,0,0,207000,19900,33,0.797341266,20.3,High Risk
APP803014,CUST102646,15-01-2023,Personal,Wedding,244000,24,12.76,17600,4500,0.913,0,Approved,216000,01-02-2023,1,0,Ananya,Ahmed,Female,02-12-1998,27,Married,1,Graduate,Retired,Pensioner,211300,Pune,Maharashtra,Mortgaged,2,ananya.ahmed50@gmail.com,-9797667974,Pending,03-06-2024,CR502646,30-06-2024,688,2,2,0.485,0,0,0,0,146000,70800,48,0.537981288,46.2,Medium Risk
APP803016,CUST104418,05-03-2023,Home,Balance Transfer,11120000,84,9.21,54300,0,3,1,Approved,8548000,13-03-2023,1,0,Krishna,Khan,Male,11-06-1972,54,Single,4,Graduate,Salaried,Sales Executive,651600,Bengaluru,Karnataka,Owned,7,krishna.khan382@yahoo.in,-9430501004,Verified,24-03-2014,CR504418,30-06-2024,694,1,2,0.397,1,0,0,0,177000,70300,366,0.870864942,12.9,High Risk
APP803018,CUST104598,17-10-2022,Education,Higher Studies India,1301000,84,11.77,88100,2100,0.283,0,Approved,1282000,19-10-2022,1,0,Vivaan,Reddy,Male,24-08-1988,37,Married,2,Post Graduate,Salaried,HR Manager,1057000,Bhopal,Madhya Pradesh,Rented,17,vivaan.reddy704@rediffmail.com,-8946666838,Pending,06-08-2014,CR504598,30-06-2024,732,2,2,0.55,0,0,0,0,478000,262900,204,0.272123363,72.8,Low Risk
APP803022,CUST103900,31-08-2023,Gold,Gold Loan,126000,12,14.88,31000,5000,0.527,1,Approved,100000,12-09-2023,1,0,Divya,Menon,Female,05-12-1977,48,Single,1,High School,Business Owner,Contractor,372600,Pune,Maharashtra,Owned,12,divya.menon616@outlook.com,-9783283352,Pending,24-06-2020,CR503900,30-06-2024,704,5,3,0.698,0,0,0,0,258000,180100,298,0.355697275,64.4,Medium Risk
APP803025,CUST104572,08-02-2024,Personal,Home Renovation,607000,48,17.32,62100,3500,0.34,0,Approved,599000,19-02-2024,1,0,Aarav,Kulkarni,Male,12-06-1990,36,Married,2,Graduate,Business Owner,Manufacturer,744700,Jaipur,Rajasthan,Mortgaged,0,aarav.kulkarni933@yahoo.in,-7465448749,Verified,19-04-2020,CR504572,30-06-2024,819,5,1,0.241,1,1,0,0,623000,150100,156,0.122589612,87.7,Low Risk
APP803026,CUST100279,20-02-2024,Personal,Wedding,847000,84,12.68,48300,2200,0.361,0,Approved,644000,08-03-2024,1,0,Nisha,Sheikh,Female,05-04-1994,32,Married,4,Graduate,Salaried,HR Manager,579800,Kochi,Kerala,Owned,2,nisha.sheikh223@rediffmail.com,-9686919830,Pending,01-04-2018,CR500279,30-06-2024,662,0,1,0.152,1,0,0,0,124000,18800,136,0.260792985,73.9,Low Risk
APP803030,CUST103224,25-04-2023,Personal,Home Renovation,1036000,48,19.48,69900,19000,0.719,0,Approved,744000,27-04-2023,1,0,Ishaan,Khan,Male,07-11-2004,21,Divorced,0,Post Graduate,Self-Employed,Doctor (Practice),838700,Lucknow,Uttar Pradesh,Owned,3,ishaan.khan603@gmail.com,-9121343076,Verified,17-08-2021,CR503224,30-06-2024,706,1,0,0.409,0,0,0,0,513000,209800,6,0.209516003,79,Low Risk
APP803031,CUST102681,03-04-2023,Personal,Wedding,280000,36,16.11,24500,4600,0.59,0,Approved,225000,22-04-2023,1,0,Ishaan,Malhotra,Male,21-02-1974,52,Married,2,Graduate,Salaried,Software Engineer,294100,Mysuru,Karnataka,Rented,5,ishaan.malhotra267@gmail.com,-7623580908,Pending,12-07-2018,CR502681,30-06-2024,605,4,3,0.321,1,0,0,0,92000,29500,340,0.543973067,45.6,Medium Risk
